,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
90175,7/22/2020 3:26,4.19574E+12,fraud_Bartoletti-Wunsch,gas_transport,7.65,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,1d043824d6eea7c631cd24e12c0911bb,1374463617,45.040038,-121.810712,1
90178,7/22/2020 3:31,4.19574E+12,fraud_Kilback LLC,grocery_pos,314.36,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,ce7eb120e3a0864f5b58f46f310e3bce,1374463871,45.219497,-122.427224,1
90406,7/22/2020 7:21,4.7973E+18,"fraud_Heller, Gutmann and Zieme",grocery_pos,353.17,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,3/13/1991,318ff1b669b5a5eb1656247672ffa143,1374477702,39.394551,-86.02461,1
91393,7/22/2020 19:46,4.7973E+18,"fraud_Kling, Howe and Schneider",home,258.3,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,3/13/1991,36cb3ea22581db131ac57dc165e76a1c,1374522374,39.609781,-87.062331,1
91637,7/22/2020 22:36,4.19574E+12,"fraud_Rohan, White and Aufderhar",misc_net,897.8,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,0916d6c3e5a18e696b01b30b1d5df98c,1374532572,45.545722,-123.244956,1
91664,7/22/2020 22:52,4.19574E+12,fraud_Jast Ltd,shopping_net,993.91,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,6bf65abccea83315a328da17fbd55642,1374533520,45.551237,-123.655281,1
91705,7/22/2020 23:26,4.7973E+18,"fraud_Bahringer, Osinski and Block",food_dining,132.1,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,3/13/1991,bdc03f695ea606057e29f7d4f68a351b,1374535605,38.250704,-86.825612,1
91711,7/22/2020 23:31,4.19574E+12,"fraud_Towne, Greenholt and Koepp",shopping_net,1078.15,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,096a24104b0705dfad38a1e4219ebca7,1374535875,44.616924,-122.043982,1
91774,7/23/2020 0:19,4.961E+15,fraud_Kuvalis Ltd,gas_transport,18.71,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,c8e304b347346e922c293e6b4656e95e,1374538746,40.813117,-75.968042,1
91852,7/23/2020 1:24,4.961E+15,fraud_Schmitt Inc,gas_transport,21.45,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,c66670cda376f6f8f43182f1f9de42f2,1374542643,41.452924,-76.696611,1
91979,7/23/2020 3:12,4.19574E+12,fraud_Koepp-Witting,grocery_pos,304.03,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,d2991cf81cdfc235ae05da2645ad5f35,1374549148,46.223665,-122.805202,1
92597,7/23/2020 11:53,4.961E+15,fraud_Koss and Sons,gas_transport,17.26,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,44e57c93ac453786ee5fe4b9c09d113e,1374580418,41.274733,-75.802365,1
93626,7/23/2020 22:06,4.19574E+12,"fraud_Kerluke, Considine and Macejkovic",misc_net,716.45,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,293ee1a4bea32eae3ea12e769c16ef64,1374617189,44.62066,-122.081829,1
93670,7/23/2020 22:30,4.961E+15,fraud_Haley Group,misc_pos,49.79,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,c29e6f0398c744e7c9a39f957c5811b6,1374618636,40.463873,-75.881064,1
93728,7/23/2020 23:05,4.19574E+12,fraud_Lemke-Gutmann,shopping_net,1042.2,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,88bce5e3c5f6e0cd0cf3aaa48be41441,1374620705,45.053654,-121.732743,1
93751,7/23/2020 23:16,4.961E+15,"fraud_Daugherty, Pouros and Beahan",shopping_pos,750.68,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,0d91b7bc60cb68e95612bfaf9b89b048,1374621382,41.43607,-76.939601,1
93774,7/23/2020 23:30,4.19574E+12,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,865.11,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,20bd84c2f0016403e50992200d04b706,1374622223,44.819798,-121.749408,1
93776,7/23/2020 23:31,4.961E+15,"fraud_Kuhic, Bins and Pfeffer",shopping_net,943.97,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,84fd6da4dfd98fa7255bccf45025ea77,1374622272,40.016579,-75.221864,1
94056,7/24/2020 2:50,4.961E+15,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,312.81,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,5fd58f9ef5fbb2de42333c9467294c13,1374634218,39.922672,-75.268739,1
94160,7/24/2020 3:57,4.961E+15,fraud_Schamberger-O'Keefe,grocery_pos,308.05,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,3b098cb4221d5b635425c8ba25c0ca4e,1374638241,40.054082,-75.518199,1
96065,7/24/2020 22:38,4.961E+15,fraud_Ankunding LLC,shopping_net,1080.78,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,e3998478be73498c453dff6ae7fd4a5d,1374705533,39.902246,-77.110446,1
96146,7/24/2020 23:21,4.961E+15,fraud_Feil-Morar,health_fitness,16.91,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,1924cd8dd1a5efb45fa5bc91e705b1f1,1374708089,39.834186,-76.962618,1
96153,7/24/2020 23:25,4.961E+15,fraud_Torp-Lemke,misc_pos,52.89,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,5/10/1966,99d5f9bc0679a3bdd0311a41308482ac,1374708325,40.03677,-76.678112,1
96226,7/25/2020 0:03,3.80144E+13,"fraud_Tromp, Kerluke and Glover",grocery_net,13.51,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,6e880ebef4f2617d31134db352075fa2,1374710635,43.440998,-89.391536,1
98257,7/25/2020 21:43,3.80144E+13,fraud_Jast Ltd,shopping_net,974.65,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,59150de6c122d18f500f13f31cff1078,1374788622,43.031695,-89.149317,1
98421,7/25/2020 23:06,3.80144E+13,fraud_Volkman Ltd,misc_net,794.73,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,e57a9eba0628008209895fb0b6cf4ec1,1374793581,43.661381,-90.403337,1
98451,7/25/2020 23:29,3.80144E+13,fraud_Mante Group,misc_net,782.49,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,4242886ae379ee92687c4eeea3bea20c,1374794976,43.135627,-88.984003,1
98542,7/26/2020 0:22,2.22216E+15,fraud_Strosin-Cruickshank,grocery_pos,343.03,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",2/26/1987,58be13b833fef3937bf8a4d65b6c9e30,1374798148,32.677671,-96.458398,1
98912,7/26/2020 3:42,3.80144E+13,fraud_Barton Inc,grocery_pos,301.59,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,8642e50194a0a6d3d79acc3711b62f90,1374810162,43.652973,-89.565747,1
100774,7/26/2020 17:35,2.22216E+15,fraud_Bernhard-Lesch,food_dining,107.32,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",2/26/1987,5b7a55af6e8af9c9960fd16d9ad636cf,1374860156,33.22014,-95.609069,1
101578,7/26/2020 22:11,3.80144E+13,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1049.73,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,94e9546b5b0fbcf5a35990926f4757ea,1374876689,43.772485,-89.738382,1
101608,7/26/2020 22:20,3.80144E+13,fraud_Jast Ltd,shopping_net,959.52,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,3ee1ef4b02d2ccf7a6bea2dce565d245,1374877219,43.429133,-89.626452,1
101614,7/26/2020 22:21,2.22216E+15,"fraud_Armstrong, Walter and Gottlieb",food_dining,119.77,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",2/26/1987,38d43eea78aa7d775613d31381eb1fe7,1374877282,33.483503,-96.510735,1
101635,7/26/2020 22:29,3.80144E+13,"fraud_Labadie, Treutel and Bode",shopping_net,1069.53,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,64e9c8c9bad21701fbf4b19d204e260a,1374877755,44.137675,-90.100158,1
101689,7/26/2020 22:46,2.22216E+15,fraud_Berge-Ullrich,home,274.23,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",2/26/1987,6ccb8a168f5daaed7f59ef5d19d368e7,1374878796,32.615613,-97.047394,1
101739,7/26/2020 23:09,2.22216E+15,fraud_Schoen-Quigley,kids_pets,19,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",2/26/1987,467c9e64631a426801ff2987dd226ea2,1374880167,34.351369,-95.670273,1
101773,7/26/2020 23:21,3.80144E+13,"fraud_Rodriguez, Yost and Jenkins",misc_net,896.46,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,7dc023dadbe4e76928736388b794adb9,1374880868,43.418686,-89.40797,1
101783,7/26/2020 23:25,3.80144E+13,fraud_Doyle Ltd,grocery_pos,299.97,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,dbc9fc4c19b6fb1719e56de13ce2c715,1374881109,44.574122,-89.41778,1
101786,7/26/2020 23:25,3.80144E+13,fraud_Zemlak Group,misc_net,650.86,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,4e12e1e8a8b0016958392785425fc167,1374881147,43.99166,-89.002693,1
101821,7/26/2020 23:33,3.80144E+13,fraud_Kutch and Sons,grocery_pos,325.67,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,b29eb4e5c69603dcc71ccbc3b9914c17,1374881620,43.572083,-88.938528,1
101988,7/27/2020 0:45,3.02906E+13,fraud_Cole PLC,grocery_pos,280.58,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,c746035a36353904f786164555d0d431,1374885956,35.843189,-87.294812,1
102606,7/27/2020 5:28,2.22216E+15,fraud_Deckow-O'Conner,grocery_pos,371.84,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",2/26/1987,76aeaf6174a4fcddd21cc9a4cd3e9efa,1374902881,33.121697,-96.954406,1
105325,7/27/2020 21:20,4.67173E+15,fraud_Block-Hauck,travel,5.26,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,7/25/1955,c454f9730fbbe00ce5f2f5376ff29d00,1374960053,40.176601,-85.627122,1
105468,7/27/2020 22:00,2.22216E+15,fraud_Kilback and Sons,entertainment,557.46,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",2/26/1987,00baae1ac0c17ba62188c656dcdd81a9,1374962428,33.489518,-96.50862,1
105539,7/27/2020 22:22,3.02906E+13,fraud_Kerluke-Abshire,shopping_net,995,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,4fd16aefc932c41615df77ddb845ea5f,1374963763,36.995927,-87.195146,1
105671,7/27/2020 23:00,3.02906E+13,fraud_Macejkovic-Lesch,shopping_pos,951.91,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,5cca047522e63683009555a5e15ebe6e,1374966025,36.833312,-86.948924,1
105811,7/27/2020 23:44,3.02906E+13,fraud_Conroy Ltd,shopping_pos,1141.38,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,7654ab0bd4c20676e4d1ad06a59ddb55,1374968696,36.326702,-87.092698,1
105983,7/28/2020 0:48,3.02906E+13,fraud_Cartwright-Harris,grocery_pos,269.01,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,eb350561662132d769f4afc87edd8606,1374972490,37.736837,-88.557584,1
106092,7/28/2020 1:40,4.67173E+15,"fraud_Streich, Hansen and Veum",gas_transport,20.09,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,7/25/1955,92bdc319b353fd157593fb2d262c04d4,1374975605,40.161153,-85.833203,1
106099,7/28/2020 1:46,3.02906E+13,fraud_Hudson-Ratke,grocery_pos,320.74,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,410dbef45b700a0a8b90dd826bc189b6,1374975975,37.68315,-87.81153,1
106121,7/28/2020 1:55,4.67173E+15,fraud_Kutch and Sons,grocery_pos,308.66,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,7/25/1955,ea75e365acbda3bba25438a4536aa4d3,1374976524,39.962187,-85.9021,1
106588,7/28/2020 5:41,4.67173E+15,fraud_Auer-Mosciski,grocery_pos,330.12,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,7/25/1955,8711fbf740c0dc9b8a8b167b6637d14e,1374990102,41.493207,-86.588667,1
109452,7/28/2020 22:26,3.02906E+13,fraud_Volkman Ltd,misc_net,768.37,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,7325dda2a2fce7d79b9365f9f4ed8603,1375050371,36.615139,-88.759174,1
109499,7/28/2020 22:38,3.02906E+13,fraud_Kerluke PLC,misc_net,789.41,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,4e26e3ab4773b5cc585237e122e65a17,1375051123,36.12121,-87.131412,1
109514,7/28/2020 22:42,3.02906E+13,fraud_Lemke-Gutmann,shopping_net,1041.01,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,a8ed63a7195bb523458b2bf30bf9f654,1375051373,37.69827,-88.344371,1
109575,7/28/2020 23:00,4.67173E+15,fraud_Miller-Hauck,grocery_pos,337.94,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,7/25/1955,701b1244a9c242883d6b454bce6bd8a7,1375052412,41.070091,-84.86556,1
109706,7/28/2020 23:44,3.02906E+13,"fraud_Reichert, Rowe and Mraz",shopping_net,1106.41,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,9/3/1961,9a4b88cdf5c8bf469741a92bf75708c4,1375055046,37.761455,-87.595425,1
111579,7/30/2020 0:06,1.80011E+14,"fraud_Greenholt, Jacobi and Gleason",gas_transport,11.21,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,eae5b35f33b8ba5895a691925baa8b77,1375142773,42.08834,-90.304455,1
111635,7/30/2020 0:52,4.35231E+18,fraud_Luettgen PLC,gas_transport,7.84,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,5/9/1932,7a4349b621986d6d52a1495c71ab55d6,1375145545,39.565925,-76.370043,1
111666,7/30/2020 1:22,1.80011E+14,fraud_Kilback LLC,grocery_pos,291.8,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,d17cdaea0d88cb75fdbf4d4ece1dce0b,1375147328,40.828933,-91.829207,1
112251,7/30/2020 10:07,1.80011E+14,"fraud_Schultz, Simonis and Little",grocery_pos,296.34,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,abf3c61bcde29405e9c38d4b107124ee,1375178832,40.723176,-90.854248,1
112806,7/30/2020 15:58,6.76174E+11,fraud_Shields-Wunsch,health_fitness,19.02,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,5a6f74c1b12c8efc7f86c168a69b50c3,1375199893,33.708212,-118.688868,1
113411,7/30/2020 22:07,4.35231E+18,fraud_Boyer-Reichert,shopping_net,1051.96,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,5/9/1932,ae11b0ca6a9682dd97d2efe4ef676f7d,1375222041,39.464149,-77.146331,1
113423,7/30/2020 22:15,6.76174E+11,fraud_Corwin-Romaguera,travel,9.25,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,fe7990dedcec4ebd89afe1c7b13f51be,1375222502,33.880463,-119.473564,1
113452,7/30/2020 22:30,1.80011E+14,fraud_Lockman Ltd,grocery_pos,309.43,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,8ef5e3abc1e23165ef552ea159796aa2,1375223400,41.630078,-90.244627,1
113491,7/30/2020 22:55,1.80011E+14,"fraud_Rodriguez, Yost and Jenkins",misc_net,853.47,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,137b7c7220ac73d94f12e60c1449106c,1375224955,40.312679,-91.133163,1
113541,7/30/2020 23:20,4.35231E+18,fraud_Kuhic LLC,shopping_net,1153.43,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,5/9/1932,b27d09db88c8d5831b0179609c9c90e7,1375226410,38.366676,-77.210792,1
113580,7/30/2020 23:38,4.35231E+18,fraud_Macejkovic-Lesch,shopping_pos,975.25,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,5/9/1932,135d392c8bd3fbe6198116d7dd00726f,1375227530,38.385786,-77.238447,1
113606,7/30/2020 23:54,6.76174E+11,fraud_Kassulke PLC,shopping_net,1130.56,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,1a5d74fa58c9c7c14231465a7b4034a8,1375228497,33.617538,-118.092913,1
113676,7/31/2020 0:48,4.35231E+18,fraud_Bradtke PLC,grocery_pos,283.96,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,5/9/1932,a9f2c5e808e7d035f98158011149e75a,1375231732,38.112306,-77.743859,1
113702,7/31/2020 1:08,6.76174E+11,fraud_Wolf Inc,grocery_pos,285.44,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,497e1acbfe2840703c97aee3f965c624,1375232893,34.833899,-119.415161,1
113754,7/31/2020 1:50,1.80011E+14,fraud_O'Keefe-Hudson,grocery_pos,310.79,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,daabe306470f344def5c86dc1c14baeb,1375235435,41.84982,-91.656402,1
113846,7/31/2020 3:03,1.80011E+14,fraud_Deckow-O'Conner,grocery_pos,302.23,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,371cab5bedc9af091f42b38adadaafa3,1375239807,41.174465,-90.802771,1
113889,7/31/2020 3:43,4.35231E+18,fraud_Prohaska-Murray,gas_transport,7,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,5/9/1932,ac173980a20036534db37c59b9626954,1375242187,39.253852,-77.817487,1
114560,7/31/2020 12:03,1.80011E+14,fraud_Dooley-Thompson,misc_net,780.45,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,10/5/1993,9c1863f09e11a14aa571fb7ba0e3e7a5,1375272189,41.309914,-90.273864,1
115753,7/31/2020 22:46,6.76174E+11,"fraud_Swaniawski, Lowe and Robel",shopping_pos,914.18,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,0c8fce5ddff735d279d73f1b9ea44cf6,1375310803,33.324396,-117.548984,1
115796,7/31/2020 23:07,4.35231E+18,"fraud_Stehr, Jewess and Schimmel",misc_net,774.14,Joseph,Bartlett,M,610 Pacheco Parkway,Falls Church,VA,22046,38.8856,-77.1802,116155,Armed forces training and education officer,5/9/1932,c44e19d5f6ae81f3f9bb9c7e0cee09da,1375312074,38.928867,-76.307646,1
115798,7/31/2020 23:08,6.76174E+11,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,955.39,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,d6944ae29679ff13585427fceed534db,1375312081,33.055071,-117.521416,1
115852,7/31/2020 23:37,6.76174E+11,fraud_Kuhn LLC,misc_net,720.24,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,1fbe6de5c78dd35eb855f9221797381a,1375313832,33.862287,-119.286251,1
115880,7/31/2020 23:49,6.76174E+11,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,990.7,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,4d5b603424a701ad66af94f4c89a9dbd,1375314548,34.665421,-118.261771,1
115884,7/31/2020 23:51,6.76174E+11,fraud_Kuphal-Bartoletti,misc_net,931.63,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,01269c3f03aa52dbfbd541477aaa81d6,1375314671,33.979953,-118.458896,1
116112,8/1/2020 3:04,3.57628E+15,fraud_Kiehn Inc,grocery_pos,287.69,Chris,Dixon,M,919 Miller Isle,Williams,IN,47470,38.7735,-86.6285,1735,Financial adviser,6/13/1990,4f15efcda89d2dcb4661468051b530e0,1375326243,39.112742,-86.898213,1
118000,8/1/2020 22:21,3.57628E+15,fraud_Heathcote LLC,shopping_net,975.35,Chris,Dixon,M,919 Miller Isle,Williams,IN,47470,38.7735,-86.6285,1735,Financial adviser,6/13/1990,f5cf83ea7b63338db4a940342e7243c9,1375395711,38.790772,-87.160684,1
118079,8/1/2020 23:01,3.57628E+15,fraud_Stamm-Witting,shopping_net,982.99,Chris,Dixon,M,919 Miller Isle,Williams,IN,47470,38.7735,-86.6285,1735,Financial adviser,6/13/1990,4fbd204b6e65e5e5a75e9af17dd01dcf,1375398070,39.317943,-85.929942,1
118128,8/1/2020 23:26,3.57628E+15,fraud_Klocko LLC,misc_net,710.75,Chris,Dixon,M,919 Miller Isle,Williams,IN,47470,38.7735,-86.6285,1735,Financial adviser,6/13/1990,f7c05be1f2729199c1eb207ccac1a29d,1375399606,37.917313,-86.823794,1
118168,8/1/2020 23:46,3.57628E+15,fraud_Gleason-Macejkovic,shopping_net,941.23,Chris,Dixon,M,919 Miller Isle,Williams,IN,47470,38.7735,-86.6285,1735,Financial adviser,6/13/1990,1f6dd7807055b8b61cfb88a51e7411ff,1375400761,39.740752,-87.513185,1
